"계정코드별","통화계약구분코드별","항목","단위","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월",
"농림수산품","원화기준","수입물가지수(기본분류)","2015=100","107.68","109.58","111.59","112.41","110.76","111.08","108.67","107.34","104.34","102.24","101.58","100.56","102.53","104.71","108.01","107.56","105.67","103.77","103.11","103.09","102.98","105.44","107.22","107.25","103.71","102.66","102.66","99.11","97.11","98.93","100","101.91","101.6","97.64","97","97.65","99.72","100.14","97.2","95.96","100.1","101.51","98.51","96.95","97.63","99.7","103.24","104.72","106.41","103.18","102.49","100.94","98.79","98.91","99.57","98.45","98.13","98.61","96.89","95.69","94.84","97.41","97.53","98.04","98.68","99.8","100.12","99.26","97.71","99.34","99.12","97.46",
"농림수산품","계약통화기준","수입물가지수(기본분류)","2015=100","113.5","113.4","113.94","112.97","112.42","110.2","108.65","108.25","108.13","107.98","107.73","107.26","108.54","110.13","113.64","116.02","116.15","114.7","113.89","113.29","112.38","112.14","110.52","109.69","107.57","105.56","104.24","102.82","100.53","100.53","98.85","97.68","96.88","96.07","95.16","94.13","93.71","92.84","92.29","94.29","96.32","97.7","96.98","98.14","99.26","99.77","100.18","99.99","101.34","101.67","101.9","100.47","99.04","98.7","99.01","98.17","97.8","98.32","98.92","99.43","100.28","101.67","102.47","103.45","103.35","102.99","100.65","100.02","98.51","99.26","99.29","98.09",
"농림수산품","달러기준","수입물가지수(기본분류)","2015=100","114.19","113.92","114.38","113.2","112.66","110.55","108.91","108.57","108.41","108.27","107.97","107.51","108.79","110.43","113.94","116.33","116.47","115.01","114.21","113.58","112.6","112.35","110.61","109.72","107.61","105.59","104.25","102.85","100.54","100.49","98.82","97.65","96.89","96.08","95.13","94.11","93.75","92.93","92.41","94.48","96.53","97.97","97.27","98.53","99.59","100.1","100.4","100.07","101.44","101.81","102.04","100.68","99.19","98.88","99.16","98.37","97.98","98.46","99.05","99.57","100.46","101.9","102.78","103.7","103.52","103.14","100.76","100.14","98.6","99.33","99.34","98.16",
"무연탄","원화기준","수입물가지수(기본분류)","2015=100","128.75","131.33","133.2","119.98","118.78","121.41","113.74","112.71","109.71","108.64","108.24","107.61","108.43","109.1","109.06","92.34","90.62","90.13","90.17","90.65","91.34","93.74","96.82","97.64","96.27","97.11","98.37","98.54","98.78","100.67","103.48","106.73","107.23","96.82","97.14","98.86","101.34","102.66","100.75","95.16","98.9","98.82","97.53","99.67","113.7","134.55","153.11","148.38","145.86","140.92","139.66","143.28","140.76","139.69","140.42","142.89","142.17","150.97","149.87","149.13","156","156.68","157.41","157.41","159.03","167.7","169.98","170.72","172.16","172.57","169.11","167.68",
"무연탄","계약통화기준","수입물가지수(기본분류)","2015=100","136.65","136.65","136.65","120.92","120.92","120.92","114.09","114.09","114.09","115.15","115.15","115.15","115.15","115.15","115.15","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","102.34","102.34","102.34","102.34","102.34","102.34","95.35","95.35","95.35","95.35","95.35","95.86","93.75","95.44","95.44","96.39","101.36","116.07","135.19","149.02","141.89","139.16","139.16","139.16","143","141.43","139.77","139.95","142.87","142.04","150.83","153.32","155.26","165.32","164.06","165.99","166.64","167.01","173.46","171.13","172.14","173.66","172.51","169.37","168.8",
"무연탄","달러기준","수입물가지수(기본분류)","2015=100","136.65","136.65","136.65","120.92","120.92","120.92","114.09","114.09","114.09","115.15","115.15","115.15","115.15","115.15","115.15","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","99.97","102.34","102.34","102.34","102.34","102.34","102.34","95.35","95.35","95.35","95.35","95.35","95.86","93.75","95.44","95.44","96.39","101.36","116.07","135.19","149.02","141.89","139.16","139.16","139.16","143","141.43","139.77","139.95","142.87","142.04","150.83","153.32","155.26","165.32","164.06","165.99","166.64","167.01","173.46","171.13","172.14","173.66","172.51","169.37","168.8",
"석탄","원화기준","수입물가지수(기본분류)","2015=100","140.94","141.6","144.06","147.31","147.98","149.46","139.78","136.7","136.06","131.12","131.33","129.82","128.78","129.13","127.16","118.35","114.54","113.9","112.9","111.91","112.4","115.61","117.62","114.72","111.91","107.01","109.18","104.04","102.47","104.43","98.69","94.83","95.11","90.33","90.57","91.43","89.26","90.18","87.88","82.5","87.24","86.79","86.29","82.28","84.87","113.88","132.53","147.94","164.7","163.04","163.09","159.94","161.23","154.52","139.34","136.89","132.55","135.09","136.56","141.19","150.17","154.15","148.8","145.34","146.26","155.94","151.5","147.85","152.64","155.14","157.67","157.65",
"석탄","계약통화기준","수입물가지수(기본분류)","2015=100","149.23","146.98","147.43","148.11","150.28","148.49","139.87","138.04","141.14","138.64","139.38","138.57","136.42","135.95","133.92","127.8","126.04","126.04","124.86","123.1","122.69","122.98","121.15","117.16","115.91","109.88","110.68","107.78","105.9","105.9","97.35","90.7","90.53","88.72","88.67","87.97","83.77","83.56","83.41","81.09","84","83.63","85.06","83.47","86.43","114.14","128.68","141.13","156.74","160.61","162.09","159.25","161.59","154.22","138.53","136.54","132.11","134.65","139.38","146.66","158.77","161.05","156.57","153.54","153.26","160.96","152.19","148.76","153.64","154.74","157.57","158.35",
"석탄","달러기준","수입물가지수(기본분류)","2015=100","149.23","146.98","147.43","148.11","150.28","148.49","139.87","138.04","141.14","138.64","139.38","138.57","136.42","135.95","133.92","127.8","126.04","126.04","124.86","123.1","122.69","122.98","121.15","117.16","115.91","109.88","110.68","107.78","105.9","105.9","97.35","90.7","90.53","88.72","88.67","87.97","83.77","83.56","83.41","81.09","84","83.63","85.06","83.47","86.43","114.14","128.68","141.13","156.74","160.61","162.09","159.25","161.59","154.22","138.53","136.54","132.11","134.65","139.38","146.66","158.77","161.05","156.57","153.54","153.26","160.96","152.19","148.76","153.64","154.74","157.57","158.35",
"원유","원화기준","수입물가지수(기본분류)","2015=100","200.93","210.95","203.29","199.35","194.88","198.86","203.91","209.15","205.67","197.86","196.34","198.88","193.53","196.52","195.29","190.99","189.18","192.26","189.16","182.66","174.48","160.86","147.51","116.23","87.09","106.9","106.33","109.8","120.17","118.24","111.09","98.4","94.76","91.94","83.77","71.53","56.4","61.41","73.16","78.18","90.6","94.69","85.02","84.77","83.85","96.29","89.11","107.59","111.23","108.82","101.52","103.51","99.73","91.76","94.29","99.23","106.11","109.82","117.44","116.89","123.39","118.32","117.51","127.38","139.95","140.56","143.46","142.01","151.22","156.87","129.29","112.47",
"원유","계약통화기준","수입물가지수(기본분류)","2015=100","212.62","218.84","207.92","200.3","197.8","197.47","203.92","211.07","213.22","209.1","208.24","212.15","204.88","206.79","205.56","206.09","208.04","212.58","209.04","200.78","190.35","171.02","151.84","118.64","90.15","109.69","107.72","113.69","124.13","119.84","109.54","94.08","90.15","90.26","81.97","68.79","52.91","56.87","69.42","76.81","87.19","91.2","83.77","85.96","85.35","96.46","86.48","102.59","105.8","107.14","100.85","103.02","99.91","91.54","93.7","98.92","105.7","109.4","119.8","121.36","130.4","123.54","123.58","134.48","146.58","145","144.03","142.79","152.12","156.38","129.14","112.91",
"원유","달러기준","수입물가지수(기본분류)","2015=100","212.62","218.84","207.92","200.3","197.8","197.47","203.92","211.07","213.22","209.1","208.24","212.15","204.88","206.79","205.56","206.09","208.04","212.58","209.04","200.78","190.35","171.02","151.84","118.64","90.15","109.69","107.72","113.69","124.13","119.84","109.54","94.08","90.15","90.26","81.97","68.79","52.91","56.87","69.42","76.81","87.19","91.2","83.77","85.96","85.35","96.46","86.48","102.59","105.8","107.14","100.85","103.02","99.91","91.54","93.7","98.92","105.7","109.4","119.8","121.36","130.4","123.54","123.58","134.48","146.58","145","144.03","142.79","152.12","156.38","129.14","112.91",
"석탄,원유및천연가스","원화기준","수입물가지수(기본분류)","2015=100","179.99","187.73","183.68","181.42","178.13","181.92","183.43","187.58","183.79","177.19","176.29","178.41","175.98","178.5","177.39","172.8","170.03","171.58","169.27","164.84","159.81","152.44","144.42","123.38","101.51","111.06","110.61","106.69","110.12","109.29","104.15","96.43","94.61","91.86","86.42","77.26","66.6","69.4","74.73","74.78","81.34","83.49","77.81","77.88","78.89","91.59","89.9","103.42","107.84","106.5","101.55","103.72","102.09","97.02","96.44","99.15","102.5","104.28","108.62","109.02","114.6","112.94","112.93","119.56","128.77","130.58","132.52","132.06","139.98","144.59","127.43","116.4",
"석탄,원유및천연가스","계약통화기준","수입물가지수(기본분류)","2015=100","190.46","194.75","187.86","182.29","180.8","180.65","183.44","189.3","190.54","187.24","186.97","190.32","186.3","187.83","186.73","186.47","186.98","189.72","187.08","181.2","174.34","162.07","148.66","125.93","105.08","113.96","112.06","110.46","113.75","110.76","102.7","92.19","90.01","90.18","84.56","74.3","62.47","64.26","70.9","73.46","78.26","80.41","76.67","78.96","80.3","91.75","87.25","98.61","102.57","104.86","100.88","103.22","102.28","96.78","95.83","98.84","102.1","103.88","110.81","113.19","121.11","117.94","118.77","126.23","134.87","134.72","133.05","132.79","140.82","144.15","127.28","116.86",
"석탄,원유및천연가스","달러기준","수입물가지수(기본분류)","2015=100","190.46","194.75","187.86","182.29","180.8","180.65","183.44","189.3","190.54","187.24","186.97","190.32","186.3","187.83","186.73","186.47","186.98","189.72","187.08","181.2","174.34","162.07","148.66","125.93","105.08","113.96","112.06","110.46","113.75","110.76","102.7","92.19","90.01","90.18","84.56","74.3","62.47","64.26","70.9","73.46","78.26","80.41","76.67","78.96","80.3","91.75","87.25","98.61","102.57","104.86","100.88","103.22","102.28","96.78","95.83","98.84","102.1","103.88","110.81","113.19","121.11","117.94","118.77","126.23","134.87","134.72","133.05","132.79","140.82","144.15","127.28","116.86",
"철광석","원화기준","수입물가지수(기본분류)","2015=100","161.02","164.25","166.6","225.07","222.83","227.76","208.1","206.2","200.74","185.06","184.36","183.29","191.32","195.18","195.11","183.51","180.06","179.07","147.8","148.59","149.75","130.37","134.66","135.8","116.62","117.64","119.16","101.05","101.29","103.23","89.38","92.19","92.64","88.21","88.5","90.06","83","84.07","82.06","69.35","70.8","70.73","91.29","88.69","88.36","91.32","94.27","95.94","104.56","101.01","100.12","129.88","129.02","122.56","114.17","113.81","113.88","103.96","101.53","99.76","98.27","99.46","98.75","98.36","109.01","110.67","104.37","104.22","104.17","116.67","116.43","115.85",
"철광석","계약통화기준","수입물가지수(기본분류)","2015=100","170.33","170.33","170.33","226.08","226.08","226.08","208.04","208.04","208.04","195.48","195.48","195.48","202.5","205.33","205.33","197.98","197.98","197.98","163.3","163.3","163.3","138.58","138.58","138.58","120.7","120.7","120.7","104.6","104.6","104.6","88.12","88.12","88.12","86.58","86.58","86.58","77.84","77.84","77.84","68.11","68.11","68.11","89.92","89.92","89.92","91.46","91.46","91.46","99.43","99.43","99.43","129.22","129.22","122.23","113.42","113.42","113.42","103.55","103.55","103.55","103.83","103.83","103.83","103.83","114.14","114.14","104.76","104.76","104.76","116.28","116.28","116.28",
"철광석","달러기준","수입물가지수(기본분류)","2015=100","170.33","170.33","170.33","226.08","226.08","226.08","208.04","208.04","208.04","195.48","195.48","195.48","202.5","205.33","205.33","197.98","197.98","197.98","163.3","163.3","163.3","138.58","138.58","138.58","120.7","120.7","120.7","104.6","104.6","104.6","88.12","88.12","88.12","86.58","86.58","86.58","77.84","77.84","77.84","68.11","68.11","68.11","89.92","89.92","89.92","91.46","91.46","91.46","99.43","99.43","99.43","129.22","129.22","122.23","113.42","113.42","113.42","103.55","103.55","103.55","103.83","103.83","103.83","103.83","114.14","114.14","104.76","104.76","104.76","116.28","116.28","116.28",
"금속광물","원화기준","수입물가지수(기본분류)","2015=100","141.12","144.94","142.28","163.73","162.09","164.56","154.53","155.92","151.5","143.54","142.15","142.9","147.75","148.81","145.7","140.3","139.97","139.32","129.7","130.16","129.24","121.1","124.66","122.31","109.65","109.08","110.53","105.93","107.97","103.86","96.37","95.2","95.35","91.49","86.94","87.63","84.57","88.74","93.81","86.96","88.82","89.24","98.16","97.77","98.96","105.44","118.67","124.22","126.66","123.23","117.42","130.45","128.9","126.26","127.35","134.35","137.19","136.28","132.14","130.26","133.48","135.81","131.26","129.67","132.79","137.67","126.72","123.25","122.2","131.11","129.83","129.18",
"금속광물","계약통화기준","수입물가지수(기본분류)","2015=100","149.33","150.36","145.53","164.53","164.52","163.42","154.55","157.37","157.07","151.69","150.78","152.47","156.44","156.61","153.39","151.43","153.96","154.09","143.36","143.12","141.01","128.76","128.33","124.87","113.53","111.96","112","109.69","111.54","105.27","95.04","91.03","90.73","89.83","85.09","84.28","79.34","82.19","89.01","85.43","85.47","85.95","96.73","99.16","100.74","105.64","115.17","118.45","120.5","121.35","116.66","129.84","129.15","125.97","126.57","133.95","136.68","135.79","134.82","135.26","141.08","141.83","138.07","136.92","139.09","142.04","127.25","123.94","122.95","130.72","129.7","129.7",
"금속광물","달러기준","수입물가지수(기본분류)","2015=100","149.33","150.36","145.53","164.53","164.52","163.42","154.55","157.37","157.07","151.69","150.78","152.47","156.44","156.61","153.39","151.43","153.96","154.09","143.36","143.12","141.01","128.76","128.33","124.87","113.53","111.96","112","109.69","111.54","105.27","95.04","91.03","90.73","89.83","85.09","84.28","79.34","82.19","89.01","85.43","85.47","85.95","96.73","99.16","100.74","105.64","115.17","118.45","120.5","121.35","116.66","129.84","129.15","125.97","126.57","133.95","136.68","135.79","134.82","135.26","141.08","141.83","138.07","136.92","139.09","142.04","127.25","123.94","122.95","130.72","129.7","129.7",
"기타비금속광물","원화기준","수입물가지수(기본분류)","2015=100","106.3","108.43","104.75","106.61","105.55","107.88","101.77","100.84","98.17","86.17","85.85","85.36","85.34","85.89","85.86","83.75","83.95","81.78","81.83","83.15","86.07","90.4","93.37","94.16","96.28","97.12","98.37","96.26","96.49","98.34","101.08","104.26","104.75","101.52","101.86","103.65","104.55","105.92","99.3","91.96","91.33","91.25","89.23","86.71","84.87","86.23","89.04","82.24","82.44","79.64","78.94","78.8","78.4","78.73","75.93","73.82","73.95","74.04","72.45","71.35","70.14","70.96","70.35","71.49","72.22","73.57","75.59","75.8","75.77","76.61","76.45","75.65",
