"계정코드별","통화계약구분코드별","항목","단위","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월",
"제당및전분","계약통화기준","수입물가지수(기본분류)","2015=100","139.17","138.19","132.69","128.6","128.28","124.62","122.88","121.11","126.1","123.02","118.23","116.54","116.45","121.47","121.93","120.1","118.01","118.54","114.97","113.24","113.24","115.97","115.97","114.49","114","109.94","105.66","103.72","100.95","100.04","96.95","91.41","91.86","91.86","96.93","96.69","99.04","99.11","104.03","101.63","101.63","104.41","105.06","116.64","121.26","129.57","123.3","123.16","135.77","139.02","139.49","134.31","135.79","128.47","130.66","130.66","130.66","113.12","109.28","107.2","103.37","102.2","99.55","97.57","96.03","95.8","90.21","87.8","86.39","89.21","87.76","87.68",
"제당및전분","달러기준","수입물가지수(기본분류)","2015=100","139.17","138.19","132.69","128.6","128.28","124.62","122.88","121.11","126.1","123.02","118.23","116.54","116.45","121.47","121.93","120.1","118.01","118.54","114.97","113.24","113.24","115.97","115.97","114.49","114","109.94","105.66","103.72","100.95","100.04","96.95","91.41","91.86","91.86","96.93","96.69","99.04","99.11","104.03","101.63","101.63","104.41","105.06","116.64","121.26","129.57","123.3","123.16","135.77","139.02","139.49","134.31","135.79","128.47","130.66","130.66","130.66","113.12","109.28","107.2","103.37","102.2","99.55","97.57","96.03","95.8","90.21","87.8","86.39","89.21","87.76","87.68",
"직물제품","원화기준","수입물가지수(기본분류)","2015=100","105.94","109.4","110.14","110.82","108.29","108.13","106.37","106.22","102.77","102.85","101.63","99.65","101.54","106.9","106.82","104.08","102.43","101.76","101.96","102","101.08","103.51","102.73","103.04","97.02","97.84","98.81","96.82","96.87","98.23","101.05","104.25","105.24","100.7","100.64","102.53","105.75","107.74","105.5","102.46","104.77","105.32","103.26","100.88","100.4","101.62","104.05","104.43","104.84","101.65","100.75","101.11","100.06","100.72","100.82","100.97","100.89","100.48","98.14","96.42","95.13","96.91","96.7","96.01","96.29","97.68","97.42","97.36","97.16","97.83","97.51","93.66",
"직물제품","계약통화기준","수입물가지수(기본분류)","2015=100","101.78","104.93","104.93","104.93","104.93","101.04","101.04","101.04","101.04","102.49","102.49","102.49","103.91","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","107.9","105.22","105.22","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","100.32","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","99.04","96.44","96.44","96.44","96.44","96.44","92.9",
"직물제품","달러기준","수입물가지수(기본분류)","2015=100","112.46","113.86","113.01","111.7","110.26","107.71","106.72","107.54","106.89","109.03","108.14","106.65","107.86","112.85","112.79","112.68","113.02","112.9","113.06","112.5","110.63","110.41","106.1","105.51","100.76","100.73","100.42","100.56","100.38","99.88","99.95","99.98","100.46","99.18","98.79","98.91","99.52","100.06","100.41","100.96","101.13","101.74","102.05","102.62","102.51","102.12","101.27","99.87","100.02","100.38","100.4","100.92","100.54","100.78","100.49","100.97","100.81","100.4","100.42","100.4","100.82","101.49","102","101.66","101.13","101.06","98.1","98.18","98.03","97.81","97.69","94.31",
"신발","원화기준","수입물가지수(기본분류)","2015=100","91.81","93.64","94.98","96.68","95.71","99","99.53","98.66","96.14","94.39","94.06","93.54","94.03","94.59","93.8","91.86","90.41","89.99","90.03","90.43","91.02","93.11","96.58","97.29","96.68","97.39","98.44","96.8","97","98.54","100.83","103.74","104.16","101.46","101.73","103.23","105.48","106.67","104.44","101.08","103.06","102.98","100.8","98.12","97.78","99.24","102.25","106.08","106.32","102.94","102.08","101.91","101.29","102.13","102.5","102.19","102.25","102.25","100.63","100.81","100.03","100.56","100.25","100.08","100.43","101.09","102.31","102.24","102.22","103.97","103.87","106.5",
"신발","계약통화기준","수입물가지수(기본분류)","2015=100","96.99","96.99","96.99","96.99","96.99","98.23","99.44","99.44","99.44","99.44","99.44","99.44","99.23","99.23","98.44","98.44","98.44","98.44","98.44","98.44","98.44","98.44","99.24","99.24","99.79","99.79","99.79","99.93","99.93","99.93","99.93","100.19","100.19","100.19","100.19","100.19","100.19","100.19","100.35","100.35","100.35","100.35","100.35","100.35","100.35","100.35","100.35","102.4","102.4","102.4","102.4","102.4","102.4","102.85","102.85","102.85","102.85","102.85","102.85","104.29","104.29","104.29","104.29","104.29","104.29","104.29","104.29","104.29","104.29","105.61","105.61","108.56",
"신발","달러기준","수입물가지수(기본분류)","2015=100","97.45","97.45","97.45","97.45","97.45","98.62","99.85","99.89","99.99","100.06","100.08","100.1","99.87","99.84","99.05","99.44","99.74","99.83","99.82","99.73","99.61","99.3","99.72","99.62","100.41","100.26","100.05","100.55","100.51","100.19","99.74","99.49","99.42","99.93","99.87","99.59","99.26","99.09","99.4","99.61","99.48","99.49","99.63","99.81","99.84","99.74","99.54","101.47","101.46","101.68","101.73","101.75","101.79","102.21","102.21","102.2","102.19","102.19","102.98","105","106.06","105.34","105.77","106","105.51","104.62","103.05","103.13","103.16","103.98","104.09","107.26",
"강화및재생목재","원화기준","수입물가지수(기본분류)","2015=100","103.64","105.71","114.21","126.84","120.75","117.72","114.22","112.76","107.3","105.26","104.88","99.75","101.46","103.17","104.18","105.88","102.03","101.47","101.32","102.8","102.15","104.82","106.67","104.29","99.73","100.61","101.9","99.71","98.95","100.55","101.95","104.17","101.11","97.47","96.6","97.24","100.93","105.81","104.35","105.24","109.77","109.67","111.46","108.84","109.77","113.75","117.44","119.52","119.81","116.27","123.44","122.71","122.67","123.19","127.97","126.18","131.43","126.77","121.26","107.64","104.76","109.76","110.01","111.63","113.34","115.48","115.13","112.97","112.16","107.06","100.13","99.46",
"강화및재생목재","계약통화기준","수입물가지수(기본분류)","2015=100","109.93","109.93","117.09","127.76","122.85","117.17","114.5","114.07","111.5","111.5","111.5","106.67","107.68","108.83","109.93","114.54","112.48","112.48","112.25","113.3","111.71","111.71","110.08","106.71","103.49","103.49","103.49","103.49","102.45","102.15","100.77","99.82","96.43","95.92","94.75","93.73","94.9","98.2","99.23","103.63","105.87","105.87","110.08","110.63","111.99","114.22","114.22","114.22","114.22","114.74","122.9","122.4","123.17","123.17","127.45","126.06","131.24","126.59","123.99","112.02","110.97","114.88","115.96","118.14","118.99","119.4","115.86","113.86","113.1","106.98","100.25","100.09",
"강화및재생목재","달러기준","수입물가지수(기본분류)","2015=100","109.93","109.93","117.09","127.76","122.85","117.17","114.5","114.07","111.5","111.5","111.5","106.67","107.68","108.83","109.93","114.54","112.48","112.48","112.25","113.3","111.71","111.71","110.08","106.71","103.49","103.49","103.49","103.49","102.45","102.15","100.77","99.82","96.43","95.92","94.75","93.73","94.9","98.2","99.23","103.63","105.87","105.87","110.08","110.63","111.99","114.22","114.22","114.22","114.22","114.74","122.9","122.4","123.17","123.17","127.45","126.06","131.24","126.59","123.99","112.02","110.97","114.88","115.96","118.14","118.99","119.4","115.86","113.86","113.1","106.98","100.25","100.09",
"목재및종이제품","원화기준","수입물가지수(기본분류)","2015=100","96.48","98.98","102.88","105.97","104.58","106.49","105.16","102.96","100.37","98.91","98.65","98.21","98.68","99.66","99.18","96.3","93.99","92.8","93.02","93.47","94.03","96.46","99.57","100.03","98.24","98.77","99.52","96.99","97.43","100.57","102.65","104.53","104.07","99.51","98.38","99.34","100.98","101.32","98.07","94.68","97.41","97.52","94.13","90.62","90.62","92.25","95.18","98","99.33","97.75","98.52","99.27","99.54","100.18","100.82","100.85","103.03","106.14","106.79","106.67","105.35","107.42","107.48","108.18","109.52","111.59","114.88","113.78","113.98","115.24","112.01","108.01",
"목재및종이제품","계약통화기준","수입물가지수(기본분류)","2015=100","102.37","102.97","105.52","106.79","106.44","106.05","105.47","104.2","104.35","104.82","104.93","105.07","104.78","105.17","104.71","104.23","103.67","102.92","103.11","103.06","102.89","102.85","102.79","102.4","101.99","101.66","101.12","100.72","100.93","102.22","101.51","100.22","99.31","97.98","96.55","95.8","95","94.09","93.3","93.27","94","94.18","93.01","92.16","92.5","92.68","92.63","93.7","94.75","96.52","98.15","99.07","99.99","100.21","100.47","100.82","102.93","106.04","109.2","110.97","111.52","112.37","113.22","114.4","114.9","115.35","115.64","114.7","114.93","115.18","112.18","108.72",
"목재및종이제품","달러기준","수입물가지수(기본분류)","2015=100","102.37","102.97","105.52","106.79","106.44","106.05","105.47","104.2","104.35","104.82","104.93","105.07","104.78","105.17","104.71","104.23","103.67","102.92","103.11","103.06","102.89","102.85","102.79","102.4","101.99","101.66","101.12","100.72","100.93","102.22","101.51","100.22","99.31","97.98","96.55","95.8","95","94.09","93.3","93.27","94","94.18","93.01","92.16","92.5","92.68","92.63","93.7","94.75","96.52","98.15","99.07","99.99","100.21","100.47","100.82","102.93","106.04","109.25","111.06","111.65","112.47","113.35","114.53","115.01","115.44","115.67","114.74","114.97","115.2","112.2","108.74",
"경유","원화기준","수입물가지수(기본분류)","2015=100","182.72","193.62","182.49","176.2","174.34","181.95","186.49","185.4","177.66","175.57","173.32","176.95","171.66","176.04","173.35","170.05","165.34","164.86","161.8","159.11","155.82","140.43","138.6","123.93","93.15","106.62","106.71","107.74","116.14","114.51","104.35","94.6","96.12","93.45","90.61","76.01","59.7","65.28","75.2","76.55","88.4","93.69","86.72","85.08","85.07","96.67","91.88","104.28","107.72","107.85","99.43","101.56","95.54","91.6","96.47","99.52","105.39","107.61","111.24","113.53","119.07","115.95","117.08","124.96","133.01","131.54","136.02","136.75","143.91","149.29","124.44","105.5",
"경유","계약통화기준","수입물가지수(기본분류)","2015=100","193.37","200.88","186.68","177.08","176.96","180.71","186.53","187.14","184.21","185.55","183.85","188.81","181.79","185.3","182.52","183.56","181.88","182.35","178.86","174.97","170.04","149.33","142.7","126.52","96.45","109.43","108.14","111.57","119.98","116.08","102.91","90.45","91.46","91.77","88.67","73.1","56.02","60.46","71.36","75.21","85.07","90.24","85.46","86.29","86.6","96.85","89.17","99.44","102.47","106.2","98.78","101.09","95.71","91.38","95.88","99.23","105","107.21","113.5","117.87","125.84","121.06","123.14","131.93","139.3","135.69","136.56","137.5","144.78","148.82","124.31","105.92",
"경유","달러기준","수입물가지수(기본분류)","2015=100","193.37","200.88","186.68","177.08","176.96","180.71","186.53","187.14","184.21","185.55","183.85","188.81","181.79","185.3","182.52","183.56","181.88","182.35","178.86","174.97","170.04","149.33","142.7","126.52","96.45","109.43","108.14","111.57","119.98","116.08","102.91","90.45","91.46","91.77","88.67","73.1","56.02","60.46","71.36","75.21","85.07","90.24","85.46","86.29","86.6","96.85","89.17","99.44","102.47","106.2","98.78","101.09","95.71","91.38","95.88","99.23","105","107.21","113.5","117.87","125.84","121.06","123.14","131.93","139.3","135.69","136.56","137.5","144.78","148.82","124.31","105.92",
"석유화학중간제품","원화기준","수입물가지수(기본분류)","2015=100","133.52","136.64","134.1","133.76","132.8","134.9","134.3","135.02","132.87","129.86","131.68","134.43","135.8","134.25","130.19","125.72","121.91","122.86","126.96","130.57","128.96","127.7","119.39","105.38","95.25","96","101.04","106.8","107.93","109.68","109.49","104.42","98.51","92.62","90.46","87.79","86.37","88.71","92.06","90.39","90.31","88.98","87.39","84.99","84.64","89.8","97.43","107.53","121.15","121.74","117.14","108.96","99.47","98.92","100.87","103.21","111.25","113.79","113.2","116.56","121.9","126.26","123.89","126.84","130.19","133.3","135.86","136.97","137.11","136.46","128.04","116.66",
"석유화학중간제품","계약통화기준","수입물가지수(기본분류)","2015=100","141.49","141.96","137.36","134.61","134.99","134.16","134.51","136.47","137.96","137.43","139.88","143.63","143.99","141.48","137.24","135.88","134.27","136.07","140.53","143.77","140.91","135.97","123.08","107.73","98.77","98.67","102.54","110.76","111.66","111.34","108.13","99.99","93.87","91.07","88.65","84.55","81.15","82.28","87.48","88.94","87.04","85.83","86.25","86.31","86.29","90.1","94.7","102.69","115.42","120.06","116.55","108.6","99.8","98.83","100.39","103.05","111","113.53","115.66","121.2","129.02","132.05","130.5","134.12","136.54","137.72","136.62","137.94","138.14","136.24","128.08","117.31",
"석유화학중간제품","달러기준","수입물가지수(기본분류)","2015=100","141.49","141.96","137.36","134.61","134.99","134.16","134.51","136.47","137.96","137.43","139.88","143.63","143.99","141.48","137.24","135.88","134.27","136.07","140.53","143.77","140.91","135.97","123.08","107.73","98.77","98.67","102.54","110.76","111.66","111.34","108.13","99.99","93.87","91.07","88.65","84.55","81.15","82.28","87.48","88.94","87.04","85.83","86.25","86.31","86.29","90.1","94.7","102.69","115.42","120.06","116.55","108.6","99.8","98.83","100.39","103.05","111","113.53","115.66","121.2","129.02","132.05","130.5","134.12","136.54","137.72","136.62","137.94","138.14","136.24","128.08","117.31",
"화학섬유","원화기준","수입물가지수(기본분류)","2015=100","106.21","108.33","109.71","111.67","110.92","113.37","110.33","107.83","104.83","101.19","100.53","99.95","100.05","99.66","100.43","97.71","95.24","94.62","94.68","94.86","95.44","96.82","99.32","100.15","97.11","97.95","99.22","96.55","96.79","98.41","101.15","104.09","104.1","100.88","101.08","102.68","106.24","107.62","105.05","101.93","104.06","104.04","101.36","99.1","100.3","101.92","105.04","106.91","107.21","104","104.22","103.46","102.78","103.21","103.61","102.36","102.35","102.35","98.73","96.82","95.5","96.66","99.17","98.51","99.31","101.91","104.97","104.82","104.77","106.41","106.37","104.85",
"화학섬유","계약통화기준","수입물가지수(기본분류)","2015=100","112.72","112.72","112.55","112.55","112.92","112.92","110.67","109.16","109.01","107.25","106.96","106.96","106.25","105.19","106.05","105.77","105.08","104.97","104.97","104.61","104.46","103.26","102.55","102.55","100.84","100.84","100.84","100.29","100.29","100.05","100.05","99.82","99.35","99.35","99.23","99.05","99.97","99.97","99.97","100.44","100.44","100.51","100.18","100.81","102.41","102.41","102.24","102.24","102.3","102.71","103.85","103.28","103.28","103.28","103.28","102.37","102.28","102.28","101.02","100.83","101.23","101.23","104.62","104.33","104.33","105.45","105.72","105.72","105.72","106.41","106.58","105.58",
"화학섬유","달러기준","수입물가지수(기본분류)","2015=100","112.72","112.72","112.55","112.55","112.92","112.92","110.67","109.16","109.01","107.25","106.96","106.96","106.25","105.19","106.05","105.77","105.08","104.97","104.97","104.61","104.46","103.26","102.55","102.55","100.84","100.84","100.84","100.29","100.29","100.05","100.05","99.82","99.35","99.35","99.23","99.05","99.97","99.97","99.97","100.44","100.44","100.51","100.18","100.81","102.41","102.41","102.24","102.24","102.3","102.71","103.85","103.28","103.28","103.28","103.28","102.37","102.28","102.28","101.02","100.83","101.23","101.23","104.62","104.33","104.33","105.45","105.72","105.72","105.72","106.41","106.58","105.58",
